"No.","Time","Source","SrcPort","Destination","DestPort","Protocol","Length","Info","test"
"143","2021-07-20 20:23:59.857424373","PcsCompu_c8:46:cd","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13","PcsCompu_df:63:fa"
"144","2021-07-20 20:23:59.857440104","PcsCompu_df:63:fa","","PcsCompu_c8:46:cd","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_c8:46:cd"
"145","2021-07-20 20:24:00.048512466","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.94.4? Tell 10.10.5.10","Broadcast"
"146","2021-07-20 20:24:00.332343467","10.10.5.11","49325","10.10.5.10","1291","TCP","4781","49325  >  1291 [PSH, ACK] Seq=14503 Ack=68 Win=64173 Len=4727","10.10.5.10"
"147","2021-07-20 20:24:00.332406763","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=68 Ack=19230 Win=62780 Len=0","10.10.5.11"
"148","2021-07-20 20:24:00.332592507","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=68 Ack=19230 Win=62780 Len=15","10.10.5.11"
"149","2021-07-20 20:24:00.493998387","10.10.5.14","49236","10.10.5.10","1294","TCP","4190","49236  >  1294 [PSH, ACK] Seq=8275 Ack=68 Win=64173 Len=4136","10.10.5.10"
"150","2021-07-20 20:24:00.494034977","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=68 Ack=12411 Win=61320 Len=0","10.10.5.14"
"151","2021-07-20 20:24:00.494240208","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=68 Ack=12411 Win=62780 Len=15","10.10.5.14"
"152","2021-07-20 20:24:00.540627937","10.10.5.10","1291","10.10.5.11","49325","TCP","69","[TCP Retransmission] 1291  >  49325 [PSH, ACK] Seq=68 Ack=19230 Win=62780 Len=15","10.10.5.11"
"153","2021-07-20 20:24:00.541041639","10.10.5.11","49325","10.10.5.10","1291","TCP","66","49325  >  1291 [ACK] Seq=19230 Ack=83 Win=64158 Len=0 SLE=68 SRE=83","10.10.5.10"
"154","2021-07-20 20:24:00.690005989","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=12411 Ack=83 Win=64158 Len=0","10.10.5.10"
"155","2021-07-20 20:24:04.966848070","PcsCompu_60:73:28","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11","PcsCompu_df:63:fa"
"156","2021-07-20 20:24:04.966865382","PcsCompu_df:63:fa","","PcsCompu_60:73:28","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_60:73:28"
"157","2021-07-20 20:24:05.486604535","10.10.5.12","49239","10.10.5.10","1292","TCP","4189","49239  >  1292 [PSH, ACK] Seq=12394 Ack=68 Win=64173 Len=4135","10.10.5.10"
"158","2021-07-20 20:24:05.486675204","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=68 Ack=16529 Win=62780 Len=0","10.10.5.12"
"159","2021-07-20 20:24:05.486928024","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=68 Ack=16529 Win=62780 Len=15","10.10.5.12"
"160","2021-07-20 20:24:05.680989003","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=16529 Ack=83 Win=64158 Len=0","10.10.5.10"
"161","2021-07-20 20:24:08.270269022","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.91.157? Tell 10.10.5.10","Broadcast"
"162","2021-07-20 20:24:09.296409236","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.91.157? Tell 10.10.5.10","Broadcast"
"163","2021-07-20 20:24:10.256274206","10.10.5.13","49234","10.10.5.10","1293","TCP","4190","49234  >  1293 [PSH, ACK] Seq=12409 Ack=83 Win=64158 Len=4136","10.10.5.10"
"164","2021-07-20 20:24:10.256338293","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=83 Ack=16545 Win=62780 Len=0","10.10.5.13"
"165","2021-07-20 20:24:10.256542826","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=83 Ack=16545 Win=62780 Len=15","10.10.5.13"
"166","2021-07-20 20:24:10.321525664","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.91.157? Tell 10.10.5.10","Broadcast"
"167","2021-07-20 20:24:10.451427958","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=16545 Ack=98 Win=64143 Len=0","10.10.5.10"
"168","2021-07-20 20:24:15.335535052","10.10.5.11","49325","10.10.5.10","1291","TCP","4789","49325  >  1291 [PSH, ACK] Seq=19230 Ack=83 Win=64158 Len=4735","10.10.5.10"
"169","2021-07-20 20:24:15.335601727","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=83 Ack=23965 Win=62780 Len=0","10.10.5.11"
"170","2021-07-20 20:24:15.335841913","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=83 Ack=23965 Win=62780 Len=15","10.10.5.11"
"171","2021-07-20 20:24:15.495124072","10.10.5.14","49236","10.10.5.10","1294","TCP","4190","49236  >  1294 [PSH, ACK] Seq=12411 Ack=83 Win=64158 Len=4136","10.10.5.10"
"172","2021-07-20 20:24:15.495171694","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=83 Ack=16547 Win=62780 Len=0","10.10.5.14"
"173","2021-07-20 20:24:15.495369578","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=83 Ack=16547 Win=62780 Len=15","10.10.5.14"
"174","2021-07-20 20:24:15.540571258","10.10.5.10","1291","10.10.5.11","49325","TCP","69","[TCP Retransmission] 1291  >  49325 [PSH, ACK] Seq=83 Ack=23965 Win=62780 Len=15","10.10.5.11"
"175","2021-07-20 20:24:15.540997422","10.10.5.11","49325","10.10.5.10","1291","TCP","66","49325  >  1291 [ACK] Seq=23965 Ack=98 Win=64143 Len=0 SLE=83 SRE=98","10.10.5.10"
"176","2021-07-20 20:24:15.691904121","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=16547 Ack=98 Win=64143 Len=0","10.10.5.10"
"177","2021-07-20 20:24:18.520472185","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.89.198? Tell 10.10.5.10","Broadcast"
"178","2021-07-20 20:24:19.536992051","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.89.198? Tell 10.10.5.10","Broadcast"
"179","2021-07-20 20:24:20.441906845","PcsCompu_90:18:5a","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.14","PcsCompu_df:63:fa"
"180","2021-07-20 20:24:20.441923004","PcsCompu_df:63:fa","","PcsCompu_90:18:5a","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_90:18:5a"
"181","2021-07-20 20:24:20.487429724","10.10.5.12","49239","10.10.5.10","1292","TCP","4189","49239  >  1292 [PSH, ACK] Seq=16529 Ack=83 Win=64158 Len=4135","10.10.5.10"
"182","2021-07-20 20:24:20.487491296","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=83 Ack=20664 Win=62780 Len=0","10.10.5.12"
"183","2021-07-20 20:24:20.487667131","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=83 Ack=20664 Win=62780 Len=15","10.10.5.12"
"184","2021-07-20 20:24:20.560371631","PcsCompu_df:63:fa","","Broadcast","","ARP","42","Who has 91.189.89.198? Tell 10.10.5.10","Broadcast"
"185","2021-07-20 20:24:20.682568691","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=20664 Ack=98 Win=64143 Len=0","10.10.5.10"
"186","2021-07-20 20:24:23.797011961","10.10.5.11","138","10.10.5.255","138","BROWSER","220","Become Backup Browser","10.10.5.255"
"187","2021-07-20 20:24:25.256852388","10.10.5.13","49234","10.10.5.10","1293","TCP","4190","49234  >  1293 [PSH, ACK] Seq=16545 Ack=98 Win=64143 Len=4136","10.10.5.10"
"188","2021-07-20 20:24:25.256918133","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=98 Ack=20681 Win=62780 Len=0","10.10.5.13"
"189","2021-07-20 20:24:25.257223492","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=98 Ack=20681 Win=62780 Len=15","10.10.5.13"
"190","2021-07-20 20:24:25.453354127","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=20681 Ack=113 Win=64128 Len=0","10.10.5.10"
"191","2021-07-20 20:24:29.860733358","PcsCompu_c8:46:cd","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.13","PcsCompu_df:63:fa"
"192","2021-07-20 20:24:29.860750902","PcsCompu_df:63:fa","","PcsCompu_c8:46:cd","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_c8:46:cd"
"193","2021-07-20 20:24:30.336561884","10.10.5.11","49325","10.10.5.10","1291","TCP","4603","49325  >  1291 [PSH, ACK] Seq=23965 Ack=98 Win=64143 Len=4549","10.10.5.10"
"194","2021-07-20 20:24:30.336608696","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=98 Ack=28514 Win=62780 Len=0","10.10.5.11"
"195","2021-07-20 20:24:30.336783278","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=98 Ack=28514 Win=62780 Len=15","10.10.5.11"
"196","2021-07-20 20:24:30.497350494","10.10.5.14","49236","10.10.5.10","1294","TCP","4190","49236  >  1294 [PSH, ACK] Seq=16547 Ack=98 Win=64143 Len=4136","10.10.5.10"
"197","2021-07-20 20:24:30.497399127","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=98 Ack=20683 Win=62780 Len=0","10.10.5.14"
"198","2021-07-20 20:24:30.497573015","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=98 Ack=20683 Win=62780 Len=15","10.10.5.14"
"199","2021-07-20 20:24:30.544811961","10.10.5.10","1291","10.10.5.11","49325","TCP","69","[TCP Retransmission] 1291  >  49325 [PSH, ACK] Seq=98 Ack=28514 Win=62780 Len=15","10.10.5.11"
"200","2021-07-20 20:24:30.545254304","10.10.5.11","49325","10.10.5.10","1291","TCP","66","49325  >  1291 [ACK] Seq=28514 Ack=113 Win=64128 Len=0 SLE=98 SRE=113","10.10.5.10"
"201","2021-07-20 20:24:30.693816094","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=20683 Ack=113 Win=64128 Len=0","10.10.5.10"
"202","2021-07-20 20:24:35.489910701","10.10.5.12","49239","10.10.5.10","1292","TCP","4189","49239  >  1292 [PSH, ACK] Seq=20664 Ack=98 Win=64143 Len=4135","10.10.5.10"
"203","2021-07-20 20:24:35.490029764","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=98 Ack=24799 Win=62780 Len=0","10.10.5.12"
"204","2021-07-20 20:24:35.490268855","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=98 Ack=24799 Win=62780 Len=15","10.10.5.12"
"205","2021-07-20 20:24:35.700774419","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=24799 Ack=113 Win=64128 Len=0","10.10.5.10"
"206","2021-07-20 20:24:40.060936494","PcsCompu_03:cb:a5","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12","PcsCompu_df:63:fa"
"207","2021-07-20 20:24:40.060954820","PcsCompu_df:63:fa","","PcsCompu_03:cb:a5","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_03:cb:a5"
"208","2021-07-20 20:24:40.261307506","10.10.5.13","49234","10.10.5.10","1293","TCP","4190","49234  >  1293 [PSH, ACK] Seq=20681 Ack=113 Win=64128 Len=4136","10.10.5.10"
"209","2021-07-20 20:24:40.261369478","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=113 Ack=24817 Win=62780 Len=0","10.10.5.13"
"210","2021-07-20 20:24:40.261605111","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=113 Ack=24817 Win=62780 Len=15","10.10.5.13"
"211","2021-07-20 20:24:40.456125784","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=24817 Ack=128 Win=64113 Len=0","10.10.5.10"
"212","2021-07-20 20:24:45.338789832","10.10.5.11","49325","10.10.5.10","1291","TCP","4603","49325  >  1291 [PSH, ACK] Seq=28514 Ack=113 Win=64128 Len=4549","10.10.5.10"
"213","2021-07-20 20:24:45.338855021","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=113 Ack=33063 Win=62780 Len=0","10.10.5.11"
"214","2021-07-20 20:24:45.339057190","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=113 Ack=33063 Win=62780 Len=15","10.10.5.11"
"215","2021-07-20 20:24:45.500625638","10.10.5.14","49236","10.10.5.10","1294","TCP","4193","49236  >  1294 [PSH, ACK] Seq=20683 Ack=113 Win=64128 Len=4139","10.10.5.10"
"216","2021-07-20 20:24:45.500687237","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=113 Ack=24822 Win=62780 Len=0","10.10.5.14"
"217","2021-07-20 20:24:45.500916153","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=113 Ack=24822 Win=62780 Len=15","10.10.5.14"
"218","2021-07-20 20:24:45.544630387","10.10.5.10","1291","10.10.5.11","49325","TCP","69","[TCP Retransmission] 1291  >  49325 [PSH, ACK] Seq=113 Ack=33063 Win=62780 Len=15","10.10.5.11"
"219","2021-07-20 20:24:45.545018757","10.10.5.11","49325","10.10.5.10","1291","TCP","66","49325  >  1291 [ACK] Seq=33063 Ack=128 Win=64113 Len=0 SLE=113 SRE=128","10.10.5.10"
"220","2021-07-20 20:24:45.695702821","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=24822 Ack=128 Win=64113 Len=0","10.10.5.10"
"221","2021-07-20 20:24:50.491237239","10.10.5.12","49239","10.10.5.10","1292","TCP","4185","49239  >  1292 [PSH, ACK] Seq=24799 Ack=113 Win=64128 Len=4131","10.10.5.10"
"222","2021-07-20 20:24:50.491304916","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=113 Ack=28930 Win=62780 Len=0","10.10.5.12"
"223","2021-07-20 20:24:50.491504432","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=113 Ack=28930 Win=62780 Len=15","10.10.5.12"
"224","2021-07-20 20:24:50.702797819","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=28930 Ack=128 Win=64113 Len=0","10.10.5.10"
"225","2021-07-20 20:24:53.799883801","10.10.5.11","138","10.10.5.255","138","BROWSER","220","Become Backup Browser","10.10.5.255"
"226","2021-07-20 20:24:53.801503202","10.10.5.13","138","10.10.5.255","138","BROWSER","221","Request Announcement NODE3-PC","10.10.5.255"
"227","2021-07-20 20:24:53.805991567","10.10.5.11","138","10.10.5.255","138","BROWSER","248","Local Master Announcement NODE1-PC, Workstation, Server, NT Workstation, Potential Browser, Master Browser","10.10.5.255"
"228","2021-07-20 20:24:53.818300354","fe80::6407:7b6:e2ff:9ac8","53577","ff02::1:3","5355","LLMNR","88","Standard query 0xe919 A NODE1-PC","ff02::1:3"
"229","2021-07-20 20:24:53.818406700","10.10.5.13","51980","224.0.0.252","5355","LLMNR","68","Standard query 0xe919 A NODE1-PC","224.0.0.252"
"230","2021-07-20 20:24:53.818727752","fe80::6d8e:576d:50b5:128b","","ff02::1:ffff:9ac8","","ICMPv6","86","Neighbor Solicitation for fe80::6407:7b6:e2ff:9ac8 from 08:00:27:60:73:28","ff02::1:ffff:9ac8"
"231","2021-07-20 20:24:53.818852758","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.13? Tell 10.10.5.11","Broadcast"
"232","2021-07-20 20:24:53.819036270","fe80::6407:7b6:e2ff:9ac8","","ff02::1:ffb5:128b","","ICMPv6","86","Neighbor Solicitation for fe80::6d8e:576d:50b5:128b from 08:00:27:c8:46:cd","ff02::1:ffb5:128b"
"233","2021-07-20 20:24:53.819036442","PcsCompu_c8:46:cd","","PcsCompu_60:73:28","","ARP","60","10.10.5.13 is at 08:00:27:c8:46:cd","PcsCompu_60:73:28"
"234","2021-07-20 20:24:53.819036495","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","53577","LLMNR","112","Standard query response 0xe919 A NODE1-PC A 10.10.5.11","fe80::6407:7b6:e2ff:9ac8"
"235","2021-07-20 20:24:53.819117836","fe80::6d8e:576d:50b5:128b","","fe80::6407:7b6:e2ff:9ac8","","ICMPv6","86","Neighbor Advertisement fe80::6d8e:576d:50b5:128b (sol, ovr) is at 08:00:27:60:73:28","fe80::6407:7b6:e2ff:9ac8"
"236","2021-07-20 20:24:53.819117926","10.10.5.11","5355","10.10.5.13","51980","LLMNR","92","Standard query response 0xe919 A NODE1-PC A 10.10.5.11","10.10.5.13"
"237","2021-07-20 20:24:53.819238205","fe80::6407:7b6:e2ff:9ac8","","fe80::6d8e:576d:50b5:128b","","ICMPv6","86","Neighbor Advertisement fe80::6407:7b6:e2ff:9ac8 (sol, ovr) is at 08:00:27:c8:46:cd","fe80::6d8e:576d:50b5:128b"
"238","2021-07-20 20:24:53.820180076","fe80::6407:7b6:e2ff:9ac8","51651","ff02::1:3","5355","LLMNR","88","Standard query 0x3fb3 AAAA NODE1-PC","ff02::1:3"
"239","2021-07-20 20:24:53.820356093","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","51651","LLMNR","124","Standard query response 0x3fb3 AAAA NODE1-PC AAAA fe80::6d8e:576d:50b5:128b","fe80::6407:7b6:e2ff:9ac8"
"240","2021-07-20 20:24:53.826220795","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB NODE1-PC<20>","10.10.5.255"
"241","2021-07-20 20:24:53.826389186","10.10.5.11","137","10.10.5.13","137","NBNS","104","Name query response NB 10.10.5.11","10.10.5.13"
"242","2021-07-20 20:24:53.826538803","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.11? Tell 10.10.5.13","Broadcast"
"243","2021-07-20 20:24:53.826647122","PcsCompu_60:73:28","","PcsCompu_c8:46:cd","","ARP","60","10.10.5.11 is at 08:00:27:60:73:28","PcsCompu_c8:46:cd"
"244","2021-07-20 20:24:53.826713562","10.10.5.13","49235","10.10.5.11","139","TCP","66","49235  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"245","2021-07-20 20:24:53.826854429","10.10.5.11","139","10.10.5.13","49235","TCP","66","139  >  49235 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.13"
"246","2021-07-20 20:24:53.826974395","10.10.5.13","49235","10.10.5.11","139","NBSS","126","Session request, to NODE1-PC<20> from NODE3-PC<00>","10.10.5.11"
"247","2021-07-20 20:24:53.827082469","10.10.5.11","139","10.10.5.13","49235","NBSS","60","Positive session response","10.10.5.13"
"248","2021-07-20 20:24:53.827297419","10.10.5.13","49235","10.10.5.11","139","SMB","213","Negotiate Protocol Request","10.10.5.11"
"249","2021-07-20 20:24:53.827551887","10.10.5.11","139","10.10.5.13","49235","SMB2","228","Negotiate Protocol Response","10.10.5.13"
"250","2021-07-20 20:24:53.827660489","10.10.5.13","49235","10.10.5.11","139","SMB2","162","Negotiate Protocol Request","10.10.5.11"
"251","2021-07-20 20:24:53.827889531","10.10.5.11","139","10.10.5.13","49235","SMB2","228","Negotiate Protocol Response","10.10.5.13"
"252","2021-07-20 20:24:53.830178377","10.10.5.13","49235","10.10.5.11","139","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE","10.10.5.11"
"253","2021-07-20 20:24:53.830378974","10.10.5.11","139","10.10.5.13","49235","SMB2","329","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE","10.10.5.13"
"254","2021-07-20 20:24:53.831015399","10.10.5.13","49235","10.10.5.11","139","SMB2","302","Session Setup Request, NTLMSSP_AUTH, User: \\","10.10.5.11"
"255","2021-07-20 20:24:53.831302643","10.10.5.11","139","10.10.5.13","49235","SMB2","159","Session Setup Response","10.10.5.13"
"256","2021-07-20 20:24:53.831471411","10.10.5.13","49235","10.10.5.11","139","SMB2","160","Tree Connect Request Tree: \\\\NODE1-PC\\IPC$","10.10.5.11"
"257","2021-07-20 20:24:53.831598426","10.10.5.11","139","10.10.5.13","49235","SMB2","138","Tree Connect Response","10.10.5.13"
"258","2021-07-20 20:24:53.834504205","fe80::6407:7b6:e2ff:9ac8","56442","ff02::1:3","5355","LLMNR","88","Standard query 0x0be7 A NODE1-PC","ff02::1:3"
"259","2021-07-20 20:24:53.834689938","10.10.5.13","57657","224.0.0.252","5355","LLMNR","68","Standard query 0x0be7 A NODE1-PC","224.0.0.252"
"260","2021-07-20 20:24:53.834851479","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","56442","LLMNR","112","Standard query response 0x0be7 A NODE1-PC A 10.10.5.11","fe80::6407:7b6:e2ff:9ac8"
"261","2021-07-20 20:24:53.834957115","10.10.5.11","5355","10.10.5.13","57657","LLMNR","92","Standard query response 0x0be7 A NODE1-PC A 10.10.5.11","10.10.5.13"
"262","2021-07-20 20:24:53.835067707","10.10.5.13","5355","10.10.5.11","57657","ICMP","120","Destination unreachable (Port unreachable)","10.10.5.11"
"263","2021-07-20 20:24:53.835244768","fe80::6407:7b6:e2ff:9ac8","58417","ff02::1:3","5355","LLMNR","88","Standard query 0x8801 AAAA NODE1-PC","ff02::1:3"
"264","2021-07-20 20:24:53.835409320","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","58417","LLMNR","124","Standard query response 0x8801 AAAA NODE1-PC AAAA fe80::6d8e:576d:50b5:128b","fe80::6407:7b6:e2ff:9ac8"
"265","2021-07-20 20:24:53.836141380","10.10.5.13","49236","10.10.5.11","139","TCP","66","49236  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"266","2021-07-20 20:24:53.836245096","10.10.5.11","139","10.10.5.13","49236","TCP","66","139  >  49236 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.13"
"267","2021-07-20 20:24:53.836361669","10.10.5.13","49236","10.10.5.11","139","NBSS","126","Session request, to NODE1-PC<20> from NODE3-PC<00>","10.10.5.11"
"268","2021-07-20 20:24:53.836445134","10.10.5.11","139","10.10.5.13","49236","NBSS","60","Positive session response","10.10.5.13"
"269","2021-07-20 20:24:53.837428665","10.10.5.13","49236","10.10.5.11","139","SMB","191","Negotiate Protocol Request","10.10.5.11"
"270","2021-07-20 20:24:53.837698578","10.10.5.11","139","10.10.5.13","49236","SMB","185","Negotiate Protocol Response","10.10.5.13"
"271","2021-07-20 20:24:53.839265032","10.10.5.13","49236","10.10.5.11","139","SMB","196","Session Setup AndX Request, NTLMSSP_NEGOTIATE","10.10.5.11"
"272","2021-07-20 20:24:53.839476746","10.10.5.11","139","10.10.5.13","49236","SMB","440","Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED","10.10.5.13"
"273","2021-07-20 20:24:53.839626206","10.10.5.13","49236","10.10.5.11","139","SMB","278","Session Setup AndX Request, NTLMSSP_AUTH, User: \\","10.10.5.11"
"274","2021-07-20 20:24:53.839904381","10.10.5.11","139","10.10.5.13","49236","SMB","270","Session Setup AndX Response","10.10.5.13"
"275","2021-07-20 20:24:53.840055509","10.10.5.13","49236","10.10.5.11","139","SMB","140","Tree Connect AndX Request, Path: \\\\NODE1-PC\\IPC$","10.10.5.11"
"276","2021-07-20 20:24:53.840161069","10.10.5.11","139","10.10.5.13","49236","SMB","114","Tree Connect AndX Response","10.10.5.13"
"277","2021-07-20 20:24:53.841049752","10.10.5.13","49236","10.10.5.11","139","LANMAN","176","NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum","10.10.5.11"
